id,gender,age_group,goc
1200,Women,Young,High
1201,Men,Middle,Mid
1202,Women,Young,Low
1203,Women,Older,Low
1204,Women,Older,Low
1205,Women,Older,High
1206,Women,Young,Mid
1207,Women,Middle,Low
1208,Women,Older,Mid
1209,Women,Older,Mid
1210,Women,Middle,Mid
1211,Women,Middle,High
1212,Women,Older,High
1213,Women,Middle,Low
1214,Women,Older,Mid
1215,Women,Young,Low
1216,Women,Older,High
1217,Women,Older,Mid
1218,Women,Young,Low
1219,Women,Older,Mid
1220,Women,Young,Low
1221,Men,Middle,Mid
1222,Women,Older,Mid
1223,Women,Older,Low
1224,Women,Middle,Mid
1225,Women,Young,High
1226,Women,Middle,Low
1227,Women,Young,Low
1228,Women,Middle,Low
1229,Women,Older,Low
1230,Women,Young,Low
1231,Women,Young,Low
1232,Men,Middle,Low
1233,Women,Older,Mid
1234,Women,Young,Low
1235,Women,Young,Low
1236,Women,Older,Low
1237,Women,Older,Mid
1238,Women,Young,Mid
1239,Women,Older,Low
1240,Women,Older,Low
1241,Women,Young,High
1242,Men,Middle,High
1243,Women,Young,Low
1244,Women,Young,Low
1245,Women,Young,Mid
1246,Women,Older,Mid
1247,Men,Middle,Low
1248,Women,Older,Low
1249,Women,Older,Mid
1250,Women,Young,Low
1251,Women,Middle,Low
1252,Women,Middle,High
1253,Men,Middle,High
1254,Women,Older,Low
1255,Men,Middle,Low
1256,Women,Older,Mid
1257,Women,Young,Low
1258,Women,Young,Low
1259,Women,Middle,Mid
1260,Women,Older,Mid
1261,Women,Young,Low
1262,Men,Middle,Mid
1263,Men,Middle,Low
1264,Women,Middle,Mid
1265,Women,Young,High
1266,Women,Older,High
1267,Men,Middle,Low
1268,Women,Young,High
1269,Men,Middle,Low
1270,Women,Young,High
1271,Men,Middle,Mid
1272,Women,Young,Low
1273,Men,Middle,Mid
1274,Women,Young,Low
1275,Women,Young,Low
1276,Women,Young,Low
1277,Men,Middle,Low
1278,Women,Older,Mid
1279,Women,Young,Low
1280,Women,Middle,Low
1281,Women,Older,Mid
1282,Women,Older,Mid
1283,Women,Young,Low
1284,Men,Middle,Mid
1285,Women,Older,Mid
1286,Women,Young,Low
1287,Men,Middle,Low
1288,Women,Young,Low
1289,Women,Middle,Mid
1290,Women,Older,High
1291,Women,Young,Mid
1292,Men,Middle,Low
1293,Women,Older,Low
1294,Women,Older,High
1295,Women,Older,Low
1296,Men,Middle,Mid
1297,Women,Young,High
1298,Men,Middle,Mid
1299,Men,Middle,High
1300,Women,Older,Low
1301,Women,Young,High
1302,Women,Older,Mid
1303,Men,Middle,Low
1304,Men,Middle,Mid
1305,Men,Middle,Low
1306,Women,Older,High
1307,Men,Middle,Mid
1308,Women,Older,Mid
1309,Women,Young,Low
1310,Men,Middle,Mid
1311,Men,Middle,Mid
1312,Women,Middle,High
1313,Women,Young,Mid
1314,Men,Middle,Mid
1315,Women,Middle,Low
1316,Women,Young,Low
1317,Women,Middle,Mid
1318,Women,Older,High
1319,Women,Older,Mid
1320,Men,Middle,Mid
1321,Women,Older,Low
1322,Women,Middle,Mid
1323,Women,Older,Low
1324,Women,Older,Low
1325,Women,Young,Mid
1326,Women,Young,Mid
1327,Women,Older,Low
1328,Women,Older,Mid
1329,Women,Young,High
1330,Women,Middle,Low
1331,Men,Middle,Mid
1332,Women,Older,Mid
1333,Men,Middle,Mid
1334,Women,Older,High
1335,Women,Older,Mid
1336,Women,Older,Low
1337,Women,Middle,Low
1338,Women,Young,High
1339,Men,Middle,Low
1340,Women,Middle,Low
1341,Women,Older,Low
1342,Men,Middle,High
1343,Women,Young,High
1344,Women,Young,Mid
1345,Women,Young,Low
1346,Men,Middle,Mid
1347,Women,Older,Low
1348,Women,Older,Low
1349,Women,Middle,Low
1350,Women,Middle,Mid
1351,Men,Middle,Low
1352,Women,Young,Low
1353,Women,Older,Low
1354,Women,Middle,High
1355,Women,Older,Low
1356,Women,Older,Mid
1357,Men,Middle,Mid
1358,Men,Middle,Low
1359,Women,Older,High
1360,Women,Older,Mid
1361,Women,Older,High
1362,Women,Older,Mid
1363,Women,Older,Mid
1364,Women,Young,Low
1365,Women,Older,Mid
1366,Women,Young,Mid
1367,Women,Middle,Low
1368,Women,Young,High
1369,Women,Young,Mid
1370,Women,Middle,Mid
1371,Women,Young,Mid
1372,Women,Young,Low
1373,Women,Older,Mid
1374,Women,Middle,Low
1375,Men,Middle,Mid
1376,Women,Older,Mid
1377,Men,Middle,Low
1378,Women,Middle,Mid
1379,Women,Young,Low
1380,Men,Middle,High
1381,Women,Older,Low
1382,Women,Older,High
1383,Women,Older,Low
1384,Women,Young,Low
1385,Men,Middle,Low
1386,Men,Middle,Mid
1387,Women,Young,Mid
1388,Women,Young,Mid
1389,Women,Older,High
1390,Women,Older,High
1391,Women,Middle,High
1392,Women,Older,High
1393,Women,Middle,Low
1394,Women,Young,Low
1395,Women,Older,Low
1396,Women,Young,Low
1397,Women,Older,Low
1398,Women,Middle,High
1399,Women,Middle,High
1400,Women,Middle,Mid
1401,Women,Middle,Low
1402,Women,Young,Mid
1403,Men,Middle,Mid
1404,Women,Older,Mid
1405,Men,Middle,Low
1406,Women,Older,Low
1407,Women,Young,Mid
1408,Men,Middle,Low
1409,Women,Young,Low
1410,Women,Young,Low
1411,Women,Young,Low
1412,Women,Young,Mid
1413,Women,Older,Mid
1414,Women,Older,Low
1415,Women,Middle,Mid
1416,Women,Older,Low
1417,Women,Young,Mid
1418,Women,Older,Mid
1419,Women,Older,Low
1420,Women,Young,Low
1421,Men,Middle,Low
1422,Women,Young,Mid
1423,Women,Older,Mid
1424,Women,Middle,Low
1425,Women,Young,Low
1426,Men,Middle,Low
1427,Women,Young,Low
1428,Women,Older,High
1429,Women,Young,Low
1430,Women,Older,High
1431,Women,Young,Low
1432,Women,Young,High
1433,Women,Young,Low
1434,Women,Older,Low
1435,Women,Young,High
1436,Women,Older,Mid
1437,Women,Older,Low
1438,Women,Older,High
1439,Men,Middle,Mid
1440,Men,Middle,Low
1441,Women,Young,Low
1442,Women,Older,Mid
1443,Men,Middle,High
1444,Women,Young,Low
1445,Women,Older,High
1446,Women,Young,Low
1447,Women,Middle,Mid
1448,Women,Young,Low
1449,Women,Young,Low
1450,Women,Older,Low
1451,Men,Middle,High
1452,Women,Older,High
1453,Women,Middle,Low
1454,Women,Older,High
1455,Women,Young,Low
1456,Women,Older,High
1457,Women,Middle,High
1458,Women,Older,High
1459,Women,Middle,Low
1460,Women,Middle,Low
1461,Women,Young,High
1462,Men,Middle,Low
1463,Women,Older,Mid
1464,Women,Young,Low
1465,Women,Older,Low
1466,Women,Older,High
1467,Women,Middle,Mid
1468,Men,Middle,High
1469,Women,Young,Mid
1470,Women,Older,Low
1471,Men,Middle,Low
1472,Women,Middle,Low
1473,Women,Older,Low
1474,Men,Middle,Low
1475,Men,Middle,High
1476,Women,Young,Low
1477,Men,Middle,Mid
1478,Women,Older,Mid
1479,Men,Middle,Mid
1480,Women,Middle,Mid
1481,Women,Middle,Low
1482,Men,Middle,Low
1483,Women,Young,Low
1484,Women,Older,Low
1485,Women,Young,Mid
1486,Women,Young,Low
1487,Women,Middle,High
1488,Women,Older,Mid
1489,Women,Middle,Mid
1490,Women,Young,High
1491,Women,Young,Low
1492,Women,Middle,High
1493,Women,Older,High
1494,Women,Older,Mid
1495,Women,Young,Low
1496,Women,Older,Mid
1497,Women,Young,Mid
1498,Women,Older,Mid
1499,Men,Middle,High
1500,Women,Young,Mid
1501,Women,Older,High
1502,Women,Older,High
1503,Women,Older,Mid
1504,Women,Older,Mid
1505,Men,Middle,Low
1506,Women,Young,High
1507,Women,Young,Low
1508,Women,Older,Mid
1509,Women,Older,Mid
1510,Women,Middle,Low
1511,Women,Middle,High
1512,Women,Middle,Mid
1513,Women,Young,Low
1514,Women,Young,Mid
1515,Women,Older,Mid
1516,Men,Middle,Low
1517,Women,Young,Low
1518,Men,Middle,Mid
1519,Women,Young,Low
1520,Women,Middle,Low
1521,Men,Middle,Low
1522,Women,Young,High
1523,Women,Older,Low
1524,Women,Middle,Low
1525,Men,Middle,Low
1526,Women,Young,Low
1527,Women,Older,Low
1528,Women,Older,High
1529,Women,Young,High
1530,Women,Young,Low
1531,Women,Older,Mid
1532,Men,Middle,Mid
1533,Women,Young,High
1534,Women,Middle,Mid
1535,Men,Middle,Mid
1536,Women,Older,Mid
1537,Men,Middle,Mid
1538,Women,Young,Mid
1539,Women,Older,Low
1540,Women,Older,High
1541,Women,Young,Low
1542,Women,Older,Mid
1543,Men,Middle,Mid
1544,Men,Middle,High
1545,Women,Older,Low
1546,Men,Middle,Mid
1547,Women,Middle,Low
1548,Men,Middle,Mid
1549,Women,Young,Mid
1550,Women,Middle,Mid
1551,Women,Older,High
1552,Women,Older,Mid
1553,Women,Older,Low
1554,Men,Middle,High
1555,Women,Middle,High
1556,Women,Young,High
1557,Women,Older,Mid
1558,Women,Young,High
1559,Women,Older,Low
1560,Women,Young,Low
1561,Women,Middle,Low
1562,Men,Middle,High
1563,Women,Older,High
1564,Women,Young,High
1565,Women,Older,Low
1566,Women,Older,Low
1567,Women,Middle,Mid
1568,Women,Young,Mid
1569,Women,Young,Low
1570,Women,Older,Low
1571,Women,Middle,High
1572,Women,Older,Low
1573,Women,Older,High
1574,Women,Older,Mid
1575,Women,Middle,Low
1576,Women,Young,Mid
1577,Women,Young,Low
1578,Women,Older,Low
1579,Women,Older,Low
1580,Women,Older,Low
1581,Women,Older,Low
1582,Women,Middle,Mid
1583,Women,Young,Mid
1584,Women,Older,Mid
1585,Women,Older,Mid
1586,Men,Middle,Mid
1587,Women,Young,Mid
1588,Men,Middle,Mid
1589,Women,Young,High
1590,Women,Middle,Low
1591,Women,Young,Low
1592,Women,Older,Mid
1593,Women,Older,Low
1594,Women,Older,Mid
1595,Women,Middle,Low
1596,Women,Older,Low
1597,Women,Middle,Low
1598,Women,Middle,Low
1599,Women,Middle,Low
1600,Women,Young,Mid
1601,Women,Young,High
1602,Men,Middle,Mid
1603,Women,Middle,High
1604,Women,Older,Mid
1605,Women,Young,Mid
1606,Women,Young,Low
1607,Women,Young,Mid
1608,Women,Older,High
1609,Women,Young,Mid
1610,Women,Middle,Mid
1611,Women,Older,High
1612,Men,Middle,High
1613,Women,Young,Mid
1614,Women,Middle,High
1615,Women,Young,High
1616,Women,Middle,High
1617,Men,Middle,High
1618,Women,Older,Mid
1619,Men,Middle,Low
1620,Women,Young,High
1621,Women,Older,Low
1622,Women,Older,Low
1623,Men,Middle,Low
1624,Women,Older,Mid
1625,Women,Older,Mid
1626,Women,Middle,Mid
1627,Women,Young,Low
1628,Women,Older,Low
1629,Women,Young,Low
1630,Men,Middle,Low
1631,Men,Middle,High
1632,Women,Middle,Low
1633,Women,Older,Mid
1634,Women,Young,Low
1635,Women,Middle,Low
1636,Women,Young,Low
1637,Women,Older,High
1638,Women,Older,Low
1639,Women,Young,High
1640,Men,Middle,Low
1641,Women,Middle,High
1642,Women,Older,High
1643,Women,Older,Mid
1644,Women,Older,Mid
1645,Women,Older,High
1646,Women,Middle,Low
1647,Men,Middle,Low
1648,Women,Older,Low
1649,Women,Young,Low
1650,Women,Older,High
1651,Women,Young,Mid
1652,Women,Young,Low
1653,Women,Young,Low
1654,Women,Young,High
1655,Women,Young,Mid
1656,Women,Young,Low
1657,Women,Older,Mid
1658,Women,Young,Low
1659,Women,Young,High
1660,Women,Young,Low
1661,Women,Young,Mid
1662,Women,Older,Mid
1663,Women,Middle,Low
1664,Women,Young,Low
1665,Women,Young,High
1666,Women,Young,Mid
1667,Women,Older,Mid
1668,Women,Older,Low
1669,Women,Young,Mid
1670,Women,Middle,Low
1671,Women,Middle,High
1672,Women,Older,Low
1673,Women,Older,High
1674,Women,Young,Low
1675,Women,Young,Low
1676,Women,Older,Mid
1677,Women,Young,High
1678,Women,Young,Mid
1679,Women,Young,Mid
1680,Women,Young,Mid
1681,Women,Older,Mid
1682,Women,Older,Mid
1683,Women,Older,Low
1684,Women,Older,Low
1685,Women,Older,Low
1686,Women,Young,Mid
1687,Women,Older,Mid
1688,Women,Older,Mid
1689,Women,Older,Mid
1690,Women,Older,Mid
1691,Women,Young,High
1692,Men,Middle,Low
1693,Women,Young,Low
1694,Men,Middle,High
1695,Men,Middle,High
1696,Women,Older,Low
1697,Men,Middle,Low
1698,Women,Middle,Low
1699,Men,Middle,Low
1700,Women,Young,High
1701,Women,Older,Low
1702,Women,Middle,Mid
1703,Women,Middle,Low
1704,Women,Older,Mid
1705,Women,Middle,Mid
1706,Women,Older,High
1707,Women,Older,Mid
1708,Men,Middle,Mid
1709,Men,Middle,High
1710,Women,Older,High
1711,Women,Middle,Low
1712,Women,Older,High
1713,Women,Young,Mid
1714,Women,Young,High
1715,Women,Young,Low
1716,Women,Young,Low
1717,Women,Middle,Low
1718,Men,Middle,Low
1719,Women,Young,Low
1720,Women,Older,Low
1721,Women,Older,Mid
1722,Women,Middle,Low
1723,Women,Older,Mid
1724,Women,Young,Low
1725,Women,Older,Low
1726,Women,Young,Low
1727,Men,Middle,Mid
1728,Women,Young,Low
1729,Women,Young,Low
1730,Women,Older,High
1731,Women,Middle,Low
1732,Women,Young,Low
1733,Women,Young,Mid
1734,Women,Older,Low
1735,Women,Middle,Mid
1736,Women,Older,Low
1737,Men,Middle,Low
1738,Women,Young,High
1739,Women,Older,Low
1740,Women,Young,Mid
1741,Women,Middle,Low
1742,Women,Middle,Low
1743,Women,Young,Low
1744,Women,Older,Mid
1745,Women,Young,Low
1746,Men,Middle,Mid
1747,Women,Young,Low
1748,Women,Young,Mid
1749,Women,Middle,High
1750,Women,Older,Mid
1751,Women,Middle,Mid
1752,Women,Young,Low
1753,Women,Young,Low
1754,Women,Young,Low
1755,Women,Middle,Low
1756,Women,Older,Low
1757,Women,Older,Mid
1758,Women,Older,Low
1759,Women,Young,Mid
1760,Women,Young,Mid
1761,Women,Older,Mid
1762,Women,Older,Low
1763,Women,Older,Low
1764,Women,Older,Low
1765,Women,Young,Mid
1766,Women,Older,Mid
1767,Women,Older,Mid
1768,Men,Middle,Low
1769,Men,Middle,Mid
1770,Men,Middle,Mid
1771,Women,Older,Mid
1772,Men,Middle,Low
1773,Women,Young,High
1774,Women,Young,Low
1775,Men,Middle,High
1776,Women,Older,High
1777,Women,Young,Mid
1778,Women,Young,Low
1779,Women,Middle,Low
1780,Women,Older,Mid
1781,Women,Older,Mid
1782,Women,Middle,Low
1783,Women,Middle,Mid
1784,Men,Middle,Low
1785,Women,Middle,High
1786,Women,Young,Low
1787,Women,Young,Low
1788,Women,Older,Mid
1789,Women,Older,High
1790,Women,Young,Low
1791,Men,Middle,Low
1792,Women,Middle,High
1793,Women,Young,Mid
1794,Men,Middle,High
1795,Men,Middle,Low
1796,Women,Older,Low
1797,Women,Middle,Low
1798,Women,Older,Mid
1799,Women,Young,Low
1800,Men,Middle,Low
1801,Women,Middle,Low
1802,Women,Older,Mid
1803,Women,Young,Low
1804,Women,Older,Mid
1805,Women,Middle,High
1806,Women,Young,Low
1807,Women,Older,Mid
1808,Women,Older,Mid
1809,Men,Middle,Low
1810,Women,Older,High
1811,Women,Young,Low
1812,Women,Older,Mid
1813,Women,Young,Mid
1814,Women,Young,Mid
1815,Women,Young,Low
1816,Men,Middle,High
1817,Women,Older,Mid
1818,Men,Middle,Mid
1819,Women,Older,Low
1820,Women,Middle,Low
1821,Women,Young,Mid
1822,Women,Older,Mid
1823,Women,Middle,High
1824,Women,Older,Mid
1825,Men,Middle,Low
1826,Men,Middle,Low
1827,Women,Young,Mid
1828,Women,Older,Low
1829,Men,Middle,High
1830,Women,Middle,High
1831,Men,Middle,High
1832,Women,Older,High
1833,Men,Middle,Low
1834,Men,Middle,Low
1835,Men,Middle,Mid
1836,Women,Middle,Low
1837,Men,Middle,Mid
1838,Women,Middle,High
1839,Women,Middle,Low
1840,Women,Young,Low
1841,Women,Middle,Low
1842,Women,Middle,Mid
1843,Women,Young,Mid
1844,Women,Middle,Low
1845,Women,Older,Mid
1846,Women,Older,Low
1847,Women,Young,Low
1848,Women,Young,High
1849,Women,Young,Low
1850,Women,Older,High
1851,Men,Middle,Low
1852,Men,Middle,Low
1853,Women,Older,Mid
1854,Women,Older,High
1855,Women,Middle,High
1856,Women,Middle,High
1857,Women,Older,Mid
1858,Women,Middle,High
1859,Men,Middle,Low
1860,Women,Middle,Mid
1861,Women,Middle,Low
1862,Men,Middle,Low
1863,Women,Young,Low
1864,Women,Young,Mid
1865,Women,Young,Mid
1866,Women,Young,Low
1867,Men,Middle,Low
1868,Women,Older,Mid
1869,Men,Middle,Low
1870,Women,Middle,Low
1871,Women,Middle,Mid
1872,Women,Young,Low
1873,Women,Young,High
1874,Men,Middle,Low
1875,Women,Older,Low
1876,Women,Older,Mid
1877,Women,Young,Mid
1878,Women,Young,Mid
1879,Women,Young,Mid
1880,Women,Older,Low
1881,Women,Older,Low
1882,Men,Middle,Mid
1883,Women,Young,Mid
1884,Women,Young,Mid
1885,Women,Middle,Mid
1886,Women,Young,Mid
1887,Women,Older,Low
1888,Women,Older,Mid
1889,Women,Middle,Mid
1890,Women,Young,Low
1891,Women,Older,Low
1892,Women,Older,Mid
1893,Women,Middle,Mid
1894,Women,Young,Mid
1895,Women,Older,Mid
1896,Women,Young,Low
1897,Women,Older,Low
1898,Women,Older,Low
1899,Women,Older,High
1900,Women,Young,Low
1901,Women,Young,Mid
1902,Women,Young,Low
1903,Women,Older,High
1904,Women,Middle,Low
1905,Men,Middle,High
1906,Women,Young,Mid
1907,Women,Older,Mid
1908,Women,Young,Mid
1909,Women,Middle,Mid
1910,Men,Middle,Low
1911,Women,Older,Low
1912,Women,Young,Low
1913,Women,Middle,High
1914,Women,Young,High
1915,Women,Older,Mid
1916,Women,Young,Low
1917,Women,Young,Low
1918,Men,Middle,High
1919,Women,Young,Low
1920,Women,Young,Low
1921,Men,Middle,High
1922,Women,Middle,High
1923,Women,Middle,Low
1924,Women,Middle,Low
1925,Women,Young,Mid
1926,Men,Middle,Mid
1927,Women,Young,Mid
1928,Women,Older,High
1929,Women,Older,High
1930,Women,Young,Mid
1931,Women,Middle,Mid
1932,Women,Young,Low
1933,Women,Young,Low
1934,Women,Older,Low
1935,Men,Middle,Mid
1936,Women,Middle,High
1937,Men,Middle,Low
1938,Women,Middle,High
1939,Women,Older,Low
1940,Women,Young,Mid
1941,Women,Older,Mid
1942,Men,Middle,Low
1943,Women,Young,Mid
1944,Women,Older,High
1945,Men,Middle,Low
1946,Women,Young,Low
1947,Men,Middle,Mid
1948,Women,Young,High
1949,Men,Middle,Mid
1950,Women,Young,Low
1951,Women,Older,Mid
1952,Women,Older,High
1953,Women,Older,Mid
1954,Women,Older,Low
1955,Men,Middle,Mid
1956,Men,Middle,Mid
1957,Women,Middle,Low
1958,Women,Older,Low
1959,Women,Middle,Mid
1960,Women,Older,Low
1961,Women,Young,Mid
1962,Women,Middle,Low
1963,Women,Middle,Low
1964,Women,Young,Low
1965,Women,Young,Low
1966,Women,Young,Low
1967,Women,Older,Mid
1968,Women,Older,Mid
1969,Women,Older,Low
1970,Women,Middle,Mid
1971,Men,Middle,Mid
1972,Women,Older,High
1973,Women,Young,Low
1974,Women,Middle,Mid
1975,Women,Middle,High
1976,Men,Middle,Low
1977,Women,Older,Low
1978,Women,Middle,Low
1979,Women,Young,Mid
1980,Women,Middle,High
1981,Men,Middle,High
1982,Women,Middle,Low
1983,Women,Older,Low
1984,Men,Middle,Low
1985,Women,Young,Mid
1986,Women,Middle,Low
1987,Men,Middle,Low
1988,Men,Middle,Low
1989,Women,Young,High
1990,Women,Middle,Low
1991,Women,Older,Mid
1992,Women,Older,Low
1993,Men,Middle,Mid
1994,Women,Young,Mid
1995,Women,Older,Mid
1996,Women,Older,High
1997,Women,Young,Low
1998,Women,Older,Mid
1999,Men,Middle,Mid
2000,Women,Older,High
2001,Women,Older,High
2002,Women,Young,Mid
2003,Women,Older,Mid
2004,Men,Middle,Low
2005,Women,Older,Low
2006,Women,Young,Low
2007,Women,Young,Mid
2008,Women,Young,Mid
2009,Women,Middle,Low
2010,Women,Older,Low
2011,Men,Middle,Low
2012,Women,Young,Low
2013,Women,Older,Low
2014,Women,Young,High
2015,Women,Older,Low
2016,Women,Older,Low
2017,Women,Older,Low
2018,Women,Older,Mid
2019,Women,Middle,Mid
2020,Men,Middle,High
2021,Women,Middle,Low
2022,Women,Older,High
2023,Women,Older,Low
2024,Women,Older,High
2025,Men,Middle,Mid
2026,Women,Young,Low
2027,Women,Older,Mid
2028,Women,Older,High
2029,Women,Middle,Mid
2030,Women,Older,High
2031,Women,Middle,Mid
2032,Women,Young,Mid
2033,Women,Older,Low
2034,Men,Middle,Mid
2035,Women,Older,Low
2036,Women,Older,Mid
2037,Women,Young,Low
2038,Women,Older,Mid
2039,Women,Young,Low
2040,Women,Older,Low
2041,Men,Middle,Low
2042,Women,Older,High
2043,Men,Middle,Low
2044,Women,Young,Mid
2045,Women,Young,Low
2046,Women,Older,High
2047,Women,Older,High
2048,Women,Young,Low
2049,Women,Older,Mid
2050,Women,Older,Mid
2051,Women,Older,High
2052,Women,Older,Low
2053,Women,Older,Mid
2054,Women,Middle,Mid
2055,Women,Older,Low
2056,Women,Middle,High
2057,Women,Middle,Low
2058,Men,Middle,Low
2059,Women,Young,Low
2060,Men,Middle,Mid
2061,Men,Middle,Mid
2062,Women,Middle,High
2063,Men,Middle,High
2064,Women,Middle,Mid
2065,Women,Middle,Low
2066,Women,Young,Low
2067,Women,Older,Mid
2068,Women,Young,High
2069,Women,Older,High
2070,Men,Middle,High
2071,Women,Older,Mid
2072,Women,Middle,Low
2073,Women,Middle,Mid
2074,Women,Young,Low
2075,Women,Middle,Low
2076,Women,Young,Low
2077,Men,Middle,High
2078,Men,Middle,Low
2079,Women,Young,Low
2080,Women,Middle,High
2081,Men,Middle,Mid
2082,Men,Middle,High
2083,Women,Older,High
2084,Women,Young,Low
2085,Women,Middle,High
2086,Women,Young,Mid
2087,Women,Older,Low
2088,Women,Older,High
2089,Women,Young,Low
2090,Women,Young,High
2091,Women,Older,Low
2092,Women,Older,Low
2093,Women,Middle,Low
2094,Men,Middle,High
2095,Women,Young,Mid
2096,Men,Middle,Low
2097,Women,Young,Low
2098,Women,Young,Low
2099,Women,Middle,Mid
2100,Women,Older,Mid
2101,Women,Young,High
2102,Women,Middle,Mid
2103,Women,Young,Mid
2104,Women,Older,Mid
2105,Women,Older,Low
2106,Women,Older,High
2107,Women,Middle,Mid
2108,Women,Older,Mid
2109,Women,Young,Low
2110,Men,Middle,Mid
2111,Women,Older,Low
2112,Women,Young,Low
2113,Women,Young,High
2114,Women,Young,Mid
2115,Women,Older,High
2116,Women,Middle,Low
2117,Women,Middle,Mid
2118,Women,Young,Mid
2119,Women,Young,Mid
2120,Women,Older,Mid
2121,Women,Young,Low
2122,Women,Older,High
2123,Women,Young,Low
2124,Women,Middle,High
2125,Men,Middle,Low
2126,Women,Older,High
2127,Women,Older,Mid
2128,Women,Older,Mid
2129,Women,Middle,High
2130,Women,Middle,Low
2131,Men,Middle,Mid
2132,Women,Older,High
2133,Men,Middle,Low
2134,Women,Older,Low
2135,Women,Middle,High
2136,Men,Middle,Mid
2137,Women,Middle,Low
2138,Women,Older,High
2139,Women,Older,Mid
2140,Women,Middle,Low
2141,Women,Young,Low
2142,Women,Older,Low
2143,Women,Middle,Mid
2144,Women,Older,High
2145,Women,Young,Mid
2146,Men,Middle,Low
2147,Women,Older,Low
2148,Women,Young,Low
2149,Women,Older,Mid
2150,Women,Young,Low
2151,Women,Older,Mid
2152,Women,Older,High
2153,Women,Older,Low
2154,Men,Middle,High
2155,Women,Older,High
2156,Women,Older,Low
2157,Women,Young,Low
2158,Women,Young,Low
2159,Women,Older,Mid
2160,Women,Young,Low
2161,Women,Young,Low
2162,Men,Middle,High
2163,Women,Middle,Low
2164,Women,Older,Mid
2165,Women,Middle,Low
2166,Women,Older,High
2167,Women,Older,Mid
2168,Men,Middle,Mid
2169,Men,Middle,Low
2170,Women,Young,Low
2171,Women,Young,Low
2172,Women,Older,High
2173,Women,Older,High
